	subject	list	trial_type	position	item	text	span	scheme	story	trial
163	12	399	study	13	300	['she closed her eyes for a few seconds to savor the moment before going to lie down next to kaylie in the warm sand .']	-1	original_sentences_SentenceBERT	Beach	2
164	12	399	recall	1	288	['it was a hot sunny day and rachel and kaylie decided to take advantage of their day off and take a trip to the beach .']	-1	original_sentences_SentenceBERT	Beach	2
165	12	399	recall	2	289	['the sun was an optimistic yellow and it blistered in the sky as they made their way to old orchard beach in maine .']	-1	original_sentences_SentenceBERT	Beach	2
166	12	399	recall	3	291	['the beach was filled with lots of people .']	-1	original_sentences_SentenceBERT	Beach	2
167	12	399	recall	4	292	['some were spread out on beach towers , others were on lounge chairs , and others had on wide - brimmed hats as they shielded themselves from the sun .']	-1	original_sentences_SentenceBERT	Beach	2
168	12	399	recall	5	293	['children were decorating sandcastles with smooth , round seashells and kaylie decided to spread out on her towel and take a quick nap while rachel went to go cool off in the ocean . \t']	-1	original_sentences_SentenceBERT	Beach	2
169	12	399	recall	6	294	['the sun shined on the water and made it look like a million little crystals .']	-1	original_sentences_SentenceBERT	Beach	2
170	12	399	recall	7	295	['just before making it to the surf , rachel saw a little girl with freckles and a light purple bathing suit and little yellow floaties on her arms .']	-1	original_sentences_SentenceBERT	Beach	2
171	12	399	recall	8	296	['she darted in front of rachel and was closely followed by a boy in green swim trunks .']	-1	original_sentences_SentenceBERT	Beach	2
172	12	399	recall	9	297	['rachel smiled as thought about her own beach days with her brothers .']	-1	original_sentences_SentenceBERT	Beach	2
173	12	399	recall	10	298	['after spending some time in the water , rachel got up and saw 4 teens flying with colorful paragliders .']	-1	original_sentences_SentenceBERT	Beach	2
174	12	399	recall	11	299	"[""she thought to herself just how perfect of a day she 'd had , free from all the worries of her daily life .""]"	-1	original_sentences_SentenceBERT	Beach	2
175	12	399	recall	12	300	['she savored the moment a bit more by closing her eyes , then went to go join kaylie in the warm sand .']	-1	original_sentences_SentenceBERT	Beach	2
176	12	400	study	1	288	['it was a hot , sunny day and kaylie and rachel decided to take advantage of their off day and take a trip to the beach .']	-1	original_sentences_SentenceBERT	Beach	3
177	12	400	study	2	289	['the sun was an optimistic yellow pellet , blistering in the sky as they were on their way to old orchard beach in maine .']	-1	original_sentences_SentenceBERT	Beach	3
178	12	400	study	3	290	['once arriving and walking from the parking lot , they spotted the crystal clear water that faded into a deep blue on the horizon .']	-1	original_sentences_SentenceBERT	Beach	3
179	12	400	study	4	291	['the beach was swarming with people .']	-1	original_sentences_SentenceBERT	Beach	3
180	12	400	study	5	292	['some on yellow , orange , white , and pink towels , while others were seen stretched out on lounge chairs with broad - brimmed hats shading their eyes from the rays of the sun .']	-1	original_sentences_SentenceBERT	Beach	3
181	12	400	study	6	293	['children were decorating sandcastles with smooth , round seashells , and kaylie decided to stretch out on her towel in the sand for a quick nap while rachel went to cool off in the ocean .']	-1	original_sentences_SentenceBERT	Beach	3
182	12	400	study	7	294	['the sun shined on the water , causing it to look like a million little crystals .']	-1	original_sentences_SentenceBERT	Beach	3
183	12	400	study	8	295	['just before making it to the surf , rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms .']	-1	original_sentences_SentenceBERT	Beach	3
184	12	400	study	9	296	['the girl darted in front of rachel , closely followed by a boy in green swimming shorts .']	-1	original_sentences_SentenceBERT	Beach	3
185	12	400	study	10	297	['rachel smiled as she reminisced on memories of beach days with her brothers .']	-1	original_sentences_SentenceBERT	Beach	3
186	12	400	study	11	298	['after spending some time in the water , she looked up and saw four teenagers flying colorful paragliders .']	-1	original_sentences_SentenceBERT	Beach	3
187	12	400	study	12	299	['she thought to herself that the day was truly perfect , and all anxieties from her daily life were absent for a while .']	-1	original_sentences_SentenceBERT	Beach	3
188	12	400	study	13	300	['she closed her eyes for a few seconds to savor the moment before going to lie down next to kaylie in the warm sand .']	-1	original_sentences_SentenceBERT	Beach	3
189	12	400	recall	1	288	['rachel and leah were two friends that decided to take the day off and head to the beach .']	-1	original_sentences_SentenceBERT	Beach	3
190	12	400	recall	2	289	['it was extremely hot outside .']	-1	original_sentences_SentenceBERT	Beach	3
191	12	400	recall	3	291	['when they got to the beach , it was extremely busy .']	-1	original_sentences_SentenceBERT	Beach	3
192	12	400	recall	4	293	['families were laying on beach towels , children were laying around , and people were tanning as well as reading .']	-1	original_sentences_SentenceBERT	Beach	3
