	subject	list	trial_type	position	item	text	span	scheme	story	trial
16	10	0	recall	4	4	There were people laying under beach umbrellas wearing wide brimmed hats.	[205, 278]	baseline	Beach	1
17	10	0	recall	5	12	Rachael decided that she would like to lay down in the sun before going swimming.	[278, 359]	baseline	Beach	1
18	10	0	recall	6	12	Kaylie dedcided to go for a swim.	[359, 392]	baseline	Beach	1
19	10	0	recall	7	8	A little girl in a light purple bathing suit with two floaties darted out in front of her followed closely by a boy in green shorts.	[392, 524]	baseline	Beach	1
20	10	0	recall	8	9	Kaylie smiled to herself remembering long past beach days with her brothers.	[524, 600]	baseline	Beach	1
21	10	0	recall	9	10	She saw 4 teenagers flying paragliders.	[600, 639]	baseline	Beach	1
22	10	0	recall	10	11	She thought about this as she walked over to lay down next to Rachel, thinking about what a perfect day this was turning out to be.	[639, 770]	baseline	Beach	1
23	10	1	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	2
24	10	1	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	2
25	10	1	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	2
26	10	1	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	2
27	10	1	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	2
28	10	1	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	2
29	10	1	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	2
30	10	1	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	2
31	10	1	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	2
32	10	1	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	2
33	10	1	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	2
34	10	1	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	2
35	10	1	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	2
36	10	1	recall	1	0	It was a hot and sunny day and Kaylie and Rachel decided to take advantage of their day off and go to the Old Orchard Beach in Maine.	[0, 133]	baseline	Beach	2
37	10	1	recall	2	1	The sun was a hot yellow pellet in the sky as the drove towards the beach.	[133, 207]	baseline	Beach	2
38	10	1	recall	3	4	There were people under umbrellas and also people wearing wide brimmed hats.	[207, 283]	baseline	Beach	2
39	10	1	recall	4	5	Little kids were building sandcastles and decorating them with smooth shells.	[283, 360]	baseline	Beach	2
40	10	1	recall	5	12	Kaylie decided she wanted to lay down before going into the ocean.	[360, 426]	baseline	Beach	2
41	10	1	recall	6	0	Rachel decided to go for a swim.	[426, 458]	baseline	Beach	2
42	10	1	recall	7	7	A little girl with freckles who was wearing a light purple bathing suit with floatys darted out in front of her followed by a little boy in green shorts.	[458, 611]	baseline	Beach	2
43	10	1	recall	8	9	Rachel smiled to herself thinking of the long past memories of her beach days with her brothers.	[611, 707]	baseline	Beach	2
44	10	1	recall	9	10	She saw a group of 4 teenagers playing with gliders.	[707, 759]	baseline	Beach	2
45	10	1	recall	10	12	As she walked over to lay down next to Kaylie she thought about what perfect day this was.	[759, 849]	baseline	Beach	2
46	10	2	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	3
47	10	2	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	3
48	10	2	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	3
49	10	2	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	3
50	10	2	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	3
51	10	2	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	3
52	10	2	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	3
53	10	2	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	3
54	10	2	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	3
55	10	2	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	3
56	10	2	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	3
57	10	2	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	3
58	10	2	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	3
59	10	2	recall	1	0	One summer day my friend and I decided to take advantage of our day off by going to the beach in Maine.	[0, 103]	baseline	Beach	3
60	10	2	recall	2	10	When we arrived at the beach we saw a lot of people under umbrellas, children playing, and people swimming.	[103, 210]	baseline	Beach	3
61	10	2	recall	3	12	My friend decided she wanted to lay out before she went swimming.	[210, 275]	baseline	Beach	3
62	10	2	recall	4	0	I decided to go for a swim.	[275, 302]	baseline	Beach	3
63	10	2	recall	5	7	While walking to the shore I was cut off by a little girl with freckles in a lavender bathing suit being chased by a little boy.	[302, 430]	baseline	Beach	3
64	10	2	recall	6	9	I smiled thinking about past beach memories with my own brothers.	[430, 495]	baseline	Beach	3
65	10	2	recall	7	10	I watched as teenagers flew kites.	[495, 529]	baseline	Beach	3
66	10	2	recall	8	11	When I was done swimming I decided to lay out with my friend.	[529, 590]	baseline	Beach	3
67	10	2	recall	9	11	It truly was a beautiful day.	[590, 619]	baseline	Beach	3
68	11	3	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	1
69	11	3	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	1
70	11	3	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	1
71	11	3	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	1
72	11	3	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	1
73	11	3	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	1
74	11	3	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	1
75	11	3	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	1
76	11	3	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	1
77	11	3	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	1
78	11	3	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	1
79	11	3	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	1
80	11	3	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	1
81	11	3	recall	1	0	It was a hot sunny day and Kaylie and Rachel decided to take advantage and head out to the beach.	[0, 97]	baseline	Beach	1
82	11	3	recall	2	1	The sun was a bright orange ball in the sky.	[97, 141]	baseline	Beach	1
83	11	3	recall	3	0	As they came up to the beach, they grabbed their towels and decided to lay out for a while.	[141, 232]	baseline	Beach	1
84	11	3	recall	4	6	The clear blue water looked like a million crystals glistening in the sun.	[232, 306]	baseline	Beach	1
85	11	3	recall	5	10	The beach was full of boys and girls playing in the water and many other people laying out on the sand.	[306, 409]	baseline	Beach	1
86	11	3	recall	6	5	Kaylie put her towel down and sat on top of it.	[409, 456]	baseline	Beach	1
87	11	3	recall	7	8	Soon a boy wearing blue shorts ran by her followed by a girl wearing a green bathing suit.	[456, 546]	baseline	Beach	1
88	11	3	recall	8	0	Rachel sat back and remembered how she used to spend the summer's with her brothers on the beach passing the time.	[546, 660]	baseline	Beach	1
89	11	3	recall	9	11	As she thought back to those memories, she relished the fact that she could relax and not think about work, but just enjoy her time anxiety free.	[660, 805]	baseline	Beach	1
90	11	4	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	2
91	11	4	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	2
92	11	4	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	2
93	11	4	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	2
94	11	4	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	2
95	11	4	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	2
96	11	4	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	2
97	11	4	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	2
98	11	4	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	2
99	11	4	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	2
100	11	4	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	2
101	11	4	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	2
102	11	4	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	2
103	11	4	recall	1	0	It was a hot sunny day at the beach and Kaylie and Rachel decided to take advantage of an off day and head down to the beach.	[0, 125]	baseline	Beach	2
104	11	4	recall	2	1	The sun was an optimistic yellow pellet blistering in the sun.	[125, 187]	baseline	Beach	2
105	11	4	recall	3	2	They pulled into the parking lot and as they began to approach the shore line they saw the crystal clear water fading back into the blue horizon.	[187, 332]	baseline	Beach	2
106	11	4	recall	4	4	The beach was swarming with people in the ocean and sitting on the beach on pink, blue, yellow and white towels.	[332, 444]	baseline	Beach	2
107	11	4	recall	5	5	Kaylie put her towel down and laid on the beach while Rachel headed to the ocean to take a swim.	[444, 540]	baseline	Beach	2
108	11	4	recall	6	7	As she approached the water a little girl wearing a yellow and pick polka dotted bathing suit ran next to her followed by a boy in a green swimming suit.	[540, 693]	baseline	Beach	2
109	11	4	recall	7	11	Rachel thought back on how she used to go to the beach with her brothers when she was younger.	[693, 787]	baseline	Beach	2
110	11	4	recall	8	11	She felt that this day was perfect and was happy that all of her anxieties were gone for the day.	[787, 884]	baseline	Beach	2
111	11	4	recall	9	12	She deciede to stay in the water for a little longer before finally heading back over to r	[884, 974]	baseline	Beach	2
112	11	5	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	3
113	11	5	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	3
114	11	5	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	3
115	11	5	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	3
116	11	5	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	3
117	11	5	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	3
118	11	5	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	3
119	11	5	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	3
120	11	5	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	3
121	11	5	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	3
122	11	5	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	3
123	11	5	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	3
124	11	5	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	3
125	11	5	recall	1	0	Jennifer and Denise had a day off from work and were excited to go to the beach.	[0, 80]	baseline	Beach	3
126	11	5	recall	2	2	As they entered the parking lot they could see the crystal blue water glimmering in the distance.	[80, 177]	baseline	Beach	3
127	11	5	recall	3	2	They got out of there car and approached the sand.	[177, 227]	baseline	Beach	3
128	11	5	recall	4	1	The beach was full of people laying on the sand and playing in the water.	[227, 300]	baseline	Beach	3
129	11	5	recall	5	5	Jennifer decided to walk down to the water and Denise laid out on her towel.	[300, 376]	baseline	Beach	3
130	11	5	recall	6	1	The sun was a beautiful  orange pellet hanging in the sky.	[376, 434]	baseline	Beach	3
131	11	5	recall	7	8	As Jennifer stood by the water a girl wearing a yellow bathing suit ran past her followed by a boy wearing blue swim shorts.	[434, 558]	baseline	Beach	3
132	11	5	recall	8	11	Denise laid on her blanket without a care in the world and thought about what a perfect day this was.	[558, 659]	baseline	Beach	3
133	12	6	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	1
134	12	6	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	1
135	12	6	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	1
136	12	6	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	1
137	12	6	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	1
138	12	6	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	1
139	12	6	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	1
140	12	6	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	1
141	12	6	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	1
142	12	6	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	1
143	12	6	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	1
144	12	6	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	1
145	12	6	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	1
146	12	6	recall	1	0	It was a hot sunny day and Kaylie and Rachel decided to take advantage of the day and go to the beach.	[0, 102]	baseline	Beach	1
147	12	6	recall	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they made their way to Old Orchard Beach in Maine.	[102, 218]	baseline	Beach	1
148	12	6	recall	3	2	Once they arrived in the parking lot, they spotted the crystal clear sky that faded into a nice deep blue in the sky.	[218, 335]	baseline	Beach	1
149	12	6	recall	4	3	There were lots of people at the beach, in a variety of beach towels.	[335, 404]	baseline	Beach	1
150	12	6	recall	5	5	Children were decorating, round, smooth seashells and Kaylie decided to take a nap on her towel and Rachel wanted to cool off in the ocean.	[404, 543]	baseline	Beach	1
151	12	6	recall	6	7	Just before making it to the surf, Rachel saw a little girl with freckles in a purple bathing suit with yellow little floaties on her arm.	[543, 681]	baseline	Beach	1
152	12	6	recall	7	8	The girl ran in front of Rachel, followed closely behind by a boy in green swim shorts.	[681, 768]	baseline	Beach	1
153	12	6	recall	8	9	Rachel smiled as she thought of her own beach days wit her brothers.	[768, 836]	baseline	Beach	1
154	12	6	recall	9	10	She spent some time on the water, looked up and saw 4 teens with colorful paragliders.	[836, 922]	baseline	Beach	1
155	12	6	recall	10	11	She thought to herself how perfect the day had been and after a bit and how she'd gotten to forget all her worries and went to go join Kaylie.	[922, 1064]	baseline	Beach	1
156	12	7	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	2
157	12	7	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	2
158	12	7	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	2
159	12	7	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	2
160	12	7	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	2
161	12	7	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	2
162	12	7	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	2
163	12	7	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	2
164	12	7	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	2
165	12	7	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	2
166	12	7	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	2
167	12	7	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	2
168	12	7	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	2
169	12	7	recall	1	0	It was a hot sunny day and Rachel and Kaylie decided to take advantage of their day off and take a trip to the beach.	[0, 117]	baseline	Beach	2
170	12	7	recall	2	1	The sun was an optimistic yellow and it blistered in the sky as they made their way to Old Orchard Beach in Maine.	[117, 231]	baseline	Beach	2
171	12	7	recall	3	3	The beach was filled with lots of people.	[231, 272]	baseline	Beach	2
172	12	7	recall	4	4	Some were spread out on beach towers, others were on lounge chairs, and others had on wide-brimmed hats as they shielded themselves from the sun.	[272, 417]	baseline	Beach	2
173	12	7	recall	5	5	Children were decorating sandcastles with smooth, round seashells and Kaylie decided to spread out on her towel and take a quick nap while Rachel went to go cool off in the ocean.	[417, 596]	baseline	Beach	2
174	12	7	recall	6	6	The sun shined on the water and made it look like a million little crystals.	[596, 672]	baseline	Beach	2
175	12	7	recall	7	7	Just before making it to the surf, Rachel saw a little girl with freckles and a light purple bathing suit and little yellow floaties on her arms.	[672, 817]	baseline	Beach	2
176	12	7	recall	8	8	She darted in front of Rachel and was closely followed by a boy in green swim trunks.	[817, 902]	baseline	Beach	2
177	12	7	recall	9	9	Rachel smiled as thought about her own beach days with her brothers.	[902, 970]	baseline	Beach	2
178	12	7	recall	10	10	After spending some time in the water, Rachel got up and saw 4 teens flying with colorful paragliders.	[970, 1072]	baseline	Beach	2
179	12	7	recall	11	11	She thought to herself just how perfect of a day she'd had, free from all the worries of her daily life.	[1072, 1176]	baseline	Beach	2
180	12	7	recall	12	12	She savored the moment a bit more by closing her eyes, then went to go join Kaylie in the warm sand.	[1176, 1276]	baseline	Beach	2
181	12	8	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	3
182	12	8	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	3
183	12	8	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	3
184	12	8	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	3
185	12	8	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	3
186	12	8	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	3
187	12	8	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	3
188	12	8	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	3
189	12	8	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	3
190	12	8	study	10	9	Rachel smiled as she reminisced on memories of beach days with her brothers.	[1065, 1141]	baseline	Beach	3
191	12	8	study	11	10	After spending some time in the water, she looked up and saw four teenagers flying colorful paragliders.	[1141, 1245]	baseline	Beach	3
192	12	8	study	12	11	She thought to herself that the day was truly perfect, and all anxieties from her daily life were absent for a while.	[1245, 1362]	baseline	Beach	3
193	12	8	study	13	12	She closed her eyes for a few seconds to savor the moment before going to lie down next to Kaylie in the warm sand.	[1362, 1477]	baseline	Beach	3
194	12	8	recall	1	0	Rachel and Leah were two friends that decided to take the day off and head to the beach.	[0, 88]	baseline	Beach	3
195	12	8	recall	2	1	It was extremely hot outside.	[88, 117]	baseline	Beach	3
196	12	8	recall	3	0	When they got to the beach, it was extremely busy.	[117, 167]	baseline	Beach	3
197	12	8	recall	4	10	Families were laying on beach towels, children were laying around, and people were tanning as well as reading.	[167, 277]	baseline	Beach	3
198	12	8	recall	5	0	Rachel wanted to go relax in the water, while Leah went to settle down with a good book.	[277, 365]	baseline	Beach	3
199	12	8	recall	6	11	As Rachel headed to the water, she contemplated life and encountered a young girl and boy.	[365, 455]	baseline	Beach	3
200	12	8	recall	7	8	The girl was running around as the boy followed after her.	[455, 513]	baseline	Beach	3
201	12	8	recall	8	11	Rachel thought about how she and her brothers would come to beach when they were younger, and it made her nostalgic.	[513, 629]	baseline	Beach	3
202	12	8	recall	9	11	She thought about how much fun they used to have, before they all got older.	[629, 705]	baseline	Beach	3
203	12	8	recall	10	11	Rachel thought about how perfect this day at the beach was for her because she really need the relaxation time.	[705, 816]	baseline	Beach	3
204	12	8	recall	11	11	She waded in the water for a bit as well as thought up fond childhood memories, then went to go join Leah.	[816, 922]	baseline	Beach	3
205	13	9	study	1	0	It was a hot, sunny day and Kaylie and Rachel decided to take advantage of their off day and take a trip to the beach.	[0, 118]	baseline	Beach	1
206	13	9	study	2	1	The sun was an optimistic yellow pellet, blistering in the sky as they were on their way to Old Orchard Beach in Maine.	[118, 237]	baseline	Beach	1
207	13	9	study	3	2	Once arriving and walking from the parking lot, they spotted the crystal clear water that faded into a deep blue on the horizon.	[237, 365]	baseline	Beach	1
208	13	9	study	4	3	The beach was swarming with people.	[365, 400]	baseline	Beach	1
209	13	9	study	5	4	Some on yellow, orange, white, and pink towels, while others were seen stretched out on lounge chairs with broad-brimmed hats shading their eyes from the rays of the sun.	[400, 570]	baseline	Beach	1
210	13	9	study	6	5	Children were decorating sandcastles with smooth, round seashells, and Kaylie decided to stretch out on her towel in the sand for a quick nap while Rachel went to cool off in the ocean.	[570, 755]	baseline	Beach	1
211	13	9	study	7	6	The sun shined on the water, causing it to look like a million little crystals.	[755, 834]	baseline	Beach	1
212	13	9	study	8	7	Just before making it to the surf, Rachel saw a little girl with freckles in a light purple bathing suit and little yellow floaties on her arms.	[834, 978]	baseline	Beach	1
213	13	9	study	9	8	The girl darted in front of Rachel, closely followed by a boy in green swimming shorts.	[978, 1065]	baseline	Beach	1
